CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,cluster
14077,41,5,499.41999999999996,3,4,3,343,1
14078,102,6,1049.37,2,4,4,244,1
14079,125,1,375.1,2,1,2,212,1
14080,33,1,45.599999999999994,3,1,1,311,1
14081,267,4,891.77,1,4,3,143,0
14082,365,1,182.25,1,1,1,111,0
14083,4,9,1002.9,5,5,4,554,1
14085,2,19,4408.54,5,5,5,555,3
14087,3,2,178.72,5,2,1,521,1
14088,10,14,50415.49,5,5,5,555,3
14089,57,1,158.75,3,1,1,311,1
14090,325,1,76.32000000000001,1,1,1,111,0
14092,8,17,4063.1,5,5,5,555,1
14093,12,1,433.86,4,1,2,412,1
14096,4,34,57120.909999999996,5,5,5,555,3
14098,37,1,147.35,3,1,1,311,1
14099,16,12,3092.9700000000003,4,5,5,455,1
14100,138,1,191.95000000000002,2,1,1,211,1
14101,74,6,5976.79,2,4,5,245,1
14102,5,8,1060.33,5,5,4,554,1
14104,155,2,216.20999999999998,2,2,1,221,0
14105,85,2,1260.33,2,2,4,224,1
14107,52,8,2688.48,3,5,5,355,1
14108,31,3,594.16,4,3,3,433,1
14109,23,2,80.2,4,2,1,421,1
14110,4,13,5669.65,5,5,5,555,1
14111,14,5,688.6,4,4,3,443,1
14112,23,12,2774.17,4,5,5,455,1
14113,4,8,1377.92,5,5,4,554,1
14114,274,2,386.53,1,2,2,122,0
14116,20,5,1382.74,4,4,4,444,1
14117,144,1,90.0,2,1,1,211,0
14121,4,6,2740.3,5,4,5,545,1
14124,84,1,419.58000000000004,2,1,2,212,1
14125,11,3,2720.63,5,3,5,535,1
14126,8,4,643.6300000000001,5,4,3,543,1
14127,123,3,709.71,2,3,3,233,1
14128,61,2,637.5,3,2,3,323,1
14129,2,5,1123.8600000000001,5,4,4,544,1
14130,319,1,480.91,1,1,3,113,0
14132,2,12,3580.13,5,5,5,555,1
14133,130,5,590.3399999999999,2,4,3,243,1
14135,2,15,4690.31,5,5,5,555,1
14138,2,2,965.8800000000001,5,2,4,524,1
14139,46,1,415.82,3,1,2,312,1
14140,4,3,920.05,5,3,4,534,1
14141,3,6,879.0300000000001,5,4,3,543,1
14142,373,1,311.81,1,1,2,112,0
14143,134,1,115.8,2,1,1,211,1
14145,47,5,3148.2,3,4,5,345,1
14146,9,6,2949.57,5,4,5,545,1
14147,49,3,468.4,3,3,2,332,1
14148,234,1,157.2,1,1,1,111,0
14149,213,3,259.43,1,3,2,132,0
14150,36,2,658.64,3,2,3,323,1
14152,75,3,611.09,2,3,3,233,1
14154,239,2,1345.62,1,2,4,124,0
14155,266,1,118.75,1,1,1,111,0
14156,10,66,113214.59,5,5,5,555,2
14157,20,3,392.44,4,3,2,432,1
14158,40,1,507.66,3,1,3,313,1
14159,20,14,4615.64,4,5,5,455,1
14161,216,3,1097.6200000000001,1,3,4,134,0
14162,174,2,289.36,2,2,2,222,0
14163,87,4,2445.91,2,4,5,245,1
14164,71,2,1631.77,2,2,4,224,1
14165,276,1,120.44,1,1,1,111,0
14167,39,4,562.59,3,4,3,343,1
14171,98,1,363.79,2,1,2,212,1
14173,11,4,450.84,5,4,2,542,1
14174,33,1,134.46,3,1,1,311,1
14175,51,7,3108.06,3,5,5,355,1
14176,297,5,574.0,1,4,3,143,0
14177,85,5,544.51,2,4,3,243,1
14178,9,7,1600.26,5,5,4,554,1
14179,41,2,701.57,3,2,3,323,1
14180,11,31,4640.77,5,5,5,555,3
14184,67,1,452.89,3,1,2,312,1
14185,331,1,197.65,1,1,1,111,0
14188,9,10,2018.91,5,5,5,555,1
14189,2,24,4604.31,5,5,5,555,3
14191,2,14,4660.01,5,5,5,555,1
14193,68,2,853.39,3,2,3,323,1
14194,5,32,11216.75,5,5,5,555,3
14195,202,3,962.7,1,3,4,134,0
14196,107,1,335.52,2,1,2,212,1
14198,4,7,663.5,5,5,3,553,1
14199,218,1,185.39999999999998,1,1,1,111,0
14201,60,9,688.04,3,5,3,353,1
14204,2,1,150.61,5,1,1,511,1
14205,11,4,218.78,5,4,1,541,1
14206,239,2,308.26,1,2,2,122,0
14208,95,1,151.74,2,1,1,211,1
14209,11,7,2067.13,5,5,5,555,1
14210,91,7,1900.89,2,5,4,254,1
14211,53,13,2208.3,3,5,5,355,1
14212,90,1,1070.48,2,1,4,214,1
14214,31,7,1000.23,4,5,4,454,1
14215,12,7,1777.92,4,5,4,454,1
14216,3,4,1839.3,5,4,4,544,1
14217,2,24,1925.3600000000001,5,5,4,554,3
14218,43,1,169.48000000000002,3,1,1,311,1
14219,4,1,89.94,5,1,1,511,1
14220,247,2,632.4,1,2,3,123,0
14221,42,10,3427.85,3,5,5,355,1
14222,177,1,683.17,1,1,3,113,0
14223,92,4,975.23,2,4,4,244,1
14224,110,4,1009.73,2,4,4,244,1
14226,29,7,2184.2400000000002,4,5,5,455,1
14227,26,15,3315.71,4,5,5,455,1
14229,52,5,1450.6,3,4,4,344,1
14231,179,5,822.0600000000001,1,4,3,143,0
14232,32,8,2043.93,3,5,5,355,1
14233,44,5,1447.51,3,4,4,344,1
14234,22,4,754.12,4,4,3,443,1
14235,10,6,3093.86,5,4,5,545,1
14236,81,2,490.86,2,2,3,223,1
14237,373,1,161.0,1,1,1,111,0
14238,326,1,146.85,1,1,1,111,0
14239,43,13,2323.5,3,5,5,355,1
14240,30,2,890.34,4,2,3,423,1
14241,184,1,213.70000000000002,1,1,1,111,0
14242,235,2,280.55,1,2,2,122,0
14243,9,14,2535.88,5,5,5,555,1
14245,176,5,1677.48,1,4,4,144,0
14246,111,3,1474.06,2,3,4,234,1
14247,278,1,136.76999999999998,1,1,1,111,0
14248,318,1,302.58,1,1,2,112,0
14250,7,3,1904.05,5,3,4,534,1
14251,2,5,2879.7000000000003,5,4,5,545,1
14256,254,3,935.0600000000001,1,3,4,134,0
14257,51,6,3087.27,3,4,5,345,1
14258,9,10,12650.08,5,5,5,555,1
14259,142,1,120.0,2,1,1,211,0
14261,51,2,1163.45,3,2,4,324,1
14262,8,8,2618.23,5,5,5,555,1
14264,155,3,319.47,2,3,2,232,0
14265,109,2,530.18,2,2,3,223,1
14267,151,7,1279.09,2,5,4,254,0
14270,332,1,492.65000000000003,1,1,3,113,0
14271,226,1,112.32,1,1,1,111,0
14272,74,2,437.96,2,2,2,222,1
14273,51,4,559.97,3,4,3,343,1
14276,88,5,1019.39,2,4,4,244,1
14277,15,4,3928.8,4,4,5,445,1
14280,197,1,134.04,1,1,1,111,0
14282,3,15,3701.44,5,5,5,555,1
14284,31,3,578.45,4,3,3,433,1
14285,21,4,1910.01,4,4,4,444,1
14286,24,5,4595.81,4,4,5,445,1
14287,8,4,151.23000000000002,5,4,1,541,1
14288,212,2,413.85,1,2,2,122,0
14289,9,6,911.26,5,4,3,543,1
14290,11,6,2307.4500000000003,5,4,5,545,1
14291,2,12,3873.3,5,5,5,555,1
14292,8,14,4819.33,5,5,5,555,1
14293,3,4,1046.56,5,4,4,544,1
14295,40,2,154.70000000000002,3,2,1,321,1
14297,18,6,1284.06,4,4,4,444,1
14298,3,45,50862.44,5,5,5,555,3
14299,8,18,2855.35,5,5,5,555,1
14300,19,1,43.2,4,1,1,411,1
14301,108,2,632.04,2,2,3,223,1
14304,223,2,197.1,1,2,1,121,0
14305,71,5,1803.76,2,4,4,244,1
14306,51,3,2083.42,3,3,5,335,1
14307,89,6,2995.72,2,4,5,245,1
14309,8,10,2319.68,5,5,5,555,1
14311,225,2,229.71,1,2,1,121,0
14312,47,6,1611.59,3,4,4,344,1
14314,107,1,120.0,2,1,1,211,1
14315,21,7,2456.98,4,5,5,455,1
14317,65,1,508.58000000000004,3,1,3,313,1
14320,207,3,343.11,1,3,2,132,0
14321,11,5,1530.75,5,4,4,544,1
14323,115,4,574.26,2,4,3,243,1
14326,235,2,166.85,1,2,1,121,0
14327,163,1,311.65,2,1,2,212,0
14329,9,14,4889.14,5,5,5,555,1
14331,124,2,462.65999999999997,2,2,2,222,1
14332,23,3,840.21,4,3,3,433,1
14333,64,2,351.45,3,2,2,322,1
14334,17,9,2539.46,4,5,5,455,1
14335,16,2,454.86,4,2,2,422,1
14336,17,4,1614.91,4,4,4,444,1
14338,158,4,554.22,2,4,3,243,0
14339,235,4,289.90999999999997,1,4,2,142,0
14340,219,1,134.7,1,1,1,111,0
14341,45,9,2151.08,3,5,5,355,1
14342,21,6,607.71,4,4,3,443,1
14344,127,8,889.9300000000001,2,5,3,253,1
14345,39,1,108.97999999999999,3,1,1,311,1
14346,121,2,1021.58,2,2,4,224,1
14348,260,1,409.57,1,1,2,112,0
14349,10,1,133.5,5,1,1,511,1
14350,271,2,258.7,1,2,2,122,0
14351,165,1,51.0,2,1,1,211,0
14352,157,4,1078.96,2,4,4,244,0
14353,215,1,90.6,1,1,1,111,0
14354,6,2,163.62,5,2,1,521,1
14355,366,1,174.4,1,1,1,111,0
14356,60,4,666.9399999999999,3,4,3,343,1
14357,43,1,225.12,3,1,1,311,1
14359,19,6,882.58,4,4,3,443,1
14360,32,4,2118.03,3,4,5,345,1
14362,22,1,151.5,4,1,1,411,1
14364,109,8,3717.35,2,5,5,255,1
14367,8,19,9134.12,5,5,5,555,3
14368,320,1,155.0,1,1,1,111,0
14371,295,1,100.5,1,1,1,111,0
14373,358,1,76.55,1,1,1,111,0
14375,185,1,235.56,1,1,1,111,0
14377,191,2,617.05,1,2,3,123,0
14379,44,2,348.1,3,2,2,322,1
14381,52,1,202.68,3,1,1,311,1
14382,26,1,615.49,4,1,3,413,1
14383,38,3,1247.69,3,3,4,334,1
14385,9,3,202.11,5,3,1,531,1
14386,297,1,142.4,1,1,1,111,0
14387,33,3,1727.6,3,3,4,334,1
14388,9,10,3172.04,5,5,5,555,1
14389,9,5,999.72,5,4,4,544,1
14390,10,13,4582.22,5,5,5,555,1
14393,218,1,67.95,1,1,1,111,0
14395,2,12,3444.11,5,5,5,555,1
14396,65,2,487.99,3,2,3,323,1
14397,1,23,2556.68,5,5,5,555,3
14400,141,2,559.7,2,2,3,223,1
14401,4,14,4039.98,5,5,5,555,1
14403,130,5,1426.31,2,4,4,244,1
14404,34,7,1409.72,3,5,4,354,1
14406,119,1,156.75,2,1,1,211,1
14407,107,9,2111.08,2,5,5,255,1
14408,11,7,2599.03,5,5,5,555,1
14409,71,7,1908.25,2,5,4,254,1
14410,16,15,573.45,4,5,3,453,1
14411,311,1,1063.0,1,1,4,114,0
14412,35,3,761.3299999999999,3,3,3,333,1
14413,362,1,121.05,1,1,1,111,0
14414,92,8,1485.1299999999999,2,5,4,254,1
14415,1,18,5766.85,5,5,5,555,3
14416,22,2,490.22,4,2,3,423,1
14418,4,3,1937.25,5,3,4,534,1
14419,11,6,1051.79,5,4,4,544,1
14420,85,2,385.87,2,2,2,222,1
14421,57,2,813.11,3,2,3,323,1
14422,1,6,4263.64,5,4,5,545,1
14423,218,1,265.2,1,1,2,112,0
14424,18,1,322.08,4,1,2,412,1
14426,19,16,3918.9,4,5,5,455,1
14427,50,2,363.34000000000003,3,2,2,322,1
14428,7,7,1209.3700000000001,5,5,4,554,1
14431,299,2,423.26,1,2,2,122,0
14432,10,6,2248.5,5,4,5,545,1
14434,22,6,1372.8,4,4,4,444,1
14436,99,1,89.06,2,1,1,211,1
14438,306,1,131.9,1,1,1,111,0
14439,320,1,2661.24,1,1,5,115,0
14440,8,5,2357.6800000000003,5,4,5,545,1
14441,1,10,1545.14,5,5,4,554,1
14442,2,5,1544.62,5,4,4,544,1
14443,54,7,1400.88,3,5,4,354,1
14446,1,4,1010.35,5,4,4,544,1
14447,19,5,1163.23,4,4,4,444,1
14448,9,2,375.35,5,2,2,522,1
14449,19,4,885.8,4,4,3,443,1
14450,181,3,483.25,1,3,3,133,0
14451,60,2,643.9,3,2,3,323,1
14452,11,2,259.05,5,2,2,522,1
14453,190,1,119.93,1,1,1,111,0
14456,5,14,3002.5099999999998,5,5,5,555,1
14457,311,1,113.64,1,1,1,111,0
14459,155,1,1837.92,2,1,4,214,0
14460,110,4,383.34,2,4,2,242,1
14461,148,3,2103.06,2,3,5,235,0
14462,64,15,1942.45,3,5,4,354,1
14463,98,3,529.62,2,3,3,233,1
14465,247,3,1038.44,1,3,4,134,0
14466,29,7,2272.4,4,5,5,455,1
14467,18,4,596.26,4,4,3,443,1
14470,12,2,461.19,4,2,2,422,1
14472,104,8,1852.67,2,5,4,254,1
14473,74,2,234.34000000000003,2,2,1,221,1
14474,43,2,537.71,3,2,3,323,1
14475,72,6,799.82,2,4,3,243,1
14476,257,1,193.0,1,1,1,111,0
14477,20,5,1307.81,4,4,4,444,1
14479,254,2,316.25,1,2,2,122,0
14480,11,1,279.05,5,1,2,512,1
14481,165,2,636.51,2,2,3,223,0
14482,18,6,2022.81,4,4,5,445,1
14483,150,2,129.2,2,2,1,221,0
14484,50,1,321.92,3,1,2,312,1
14485,39,1,162.8,3,1,1,311,1
14487,27,7,1152.73,4,5,4,454,1
14488,51,2,1047.43,3,2,4,324,1
14489,207,1,463.38,1,1,2,112,0
14491,175,2,340.93,1,2,2,122,0
14493,7,7,2362.84,5,5,5,555,1
14494,26,1,139.56,4,1,1,411,1
14495,51,2,123.8,3,2,1,321,1
14496,312,2,538.8100000000001,1,2,3,123,0
14497,301,2,457.47,1,2,2,122,0
14498,43,5,1957.32,3,4,4,344,1
14499,26,3,808.44,4,3,3,433,1
14500,88,3,356.85,2,3,2,232,1
14501,64,3,190.31,3,3,1,331,1
14502,20,14,2310.18,4,5,5,455,1
14503,3,6,3543.26,5,4,5,545,1
14504,47,4,673.26,3,4,3,343,1
14505,17,11,5772.49,4,5,5,455,1
14506,17,5,1960.65,4,4,4,444,1
14507,24,7,1352.88,4,5,4,454,1
14508,22,2,268.05,4,2,2,422,1
14511,11,6,1267.4099999999999,5,4,4,544,1
14512,188,2,275.28,1,2,2,122,0
14513,101,4,438.49,2,4,2,242,1
14514,61,3,990.2,3,3,4,334,1
14515,18,6,2076.89,4,4,5,445,1
14517,33,2,330.45,3,2,2,322,1
14518,64,1,174.37,3,1,1,311,1
14520,2,2,270.6,5,2,2,522,1
14522,24,4,974.54,4,4,4,444,1
14523,108,1,241.09,2,1,1,211,1
14524,32,9,1843.83,3,5,4,354,1
14525,9,13,4105.07,5,5,5,555,1
14527,3,86,7709.69,5,5,5,555,3
14528,37,1,364.21999999999997,3,1,2,312,1
14529,60,3,578.61,3,3,3,333,1
14530,26,6,2862.11,4,4,5,445,1
14532,236,4,932.85,1,4,4,144,0
14533,25,9,1812.6200000000001,4,5,4,454,1
14534,3,25,4025.6,5,5,5,555,3
14535,59,4,2831.7400000000002,3,4,5,345,1
14536,260,1,170.95,1,1,1,111,0
14537,58,1,355.56,3,1,2,312,1
14538,65,2,388.25,3,2,2,322,1
14539,16,2,537.48,4,2,3,423,1
14540,10,3,952.66,5,3,4,534,1
14541,59,8,1453.35,3,5,4,354,1
14542,186,1,103.25,1,1,1,111,0
14543,4,21,2916.17,5,5,5,555,3
14544,24,2,2004.3,4,2,4,424,1
14546,4,9,2482.86,5,5,5,555,1
14547,4,9,3953.9500000000003,5,5,5,555,1
14548,151,2,652.8,2,2,3,223,0
14549,311,1,289.24,1,1,2,112,0
14550,11,2,757.37,5,2,3,523,1
14551,18,2,186.23,4,2,1,421,1
14552,152,1,164.22,2,1,1,211,0
14553,19,5,859.27,4,4,3,443,1
14554,10,4,2279.4900000000002,5,4,5,545,1
14555,57,2,312.54,3,2,2,322,1
14560,7,24,2174.18,5,5,5,555,3
14561,76,3,1080.76,2,3,4,234,1
14562,4,22,4676.62,5,5,5,555,3
14565,96,6,3073.77,2,4,5,245,1
14566,111,1,1432.0,2,1,4,214,1
14567,35,3,1524.46,3,3,4,334,1
14569,1,1,227.39,5,1,1,511,1
14570,281,2,218.06,1,2,1,121,0
14572,3,10,2775.39,5,5,5,555,1
14573,180,13,1590.12,1,5,4,154,0
14576,372,1,35.400000000000006,1,1,1,111,0
14577,13,4,859.71,4,4,3,443,1
14578,3,1,168.63,5,1,1,511,1
14581,17,1,138.6,4,1,1,411,1
14582,41,1,114.11,3,1,1,311,1
14583,6,5,986.96,5,4,4,544,1
14584,169,5,1020.06,2,4,4,244,0
14585,50,1,157.05,3,1,1,311,1
14586,227,3,134.16,1,3,1,131,0
14587,19,10,1577.39,4,5,4,454,1
14589,372,1,39.75,1,1,1,111,0
14591,15,4,1320.21,4,4,4,444,1
14592,35,3,557.94,3,3,3,333,1
14593,22,3,617.15,4,3,3,433,1
14594,7,2,363.33,5,2,2,522,1
14595,20,6,1740.6,4,4,4,444,1
14597,11,2,866.24,5,2,3,523,1
14598,44,1,221.97,3,1,1,311,1
14600,306,1,393.33000000000004,1,1,2,112,0
14601,11,1,213.96,5,1,1,511,1
14603,275,1,660.0,1,1,3,113,0
14606,1,128,11633.35,5,5,5,555,3
14607,16,17,10981.1,4,5,5,455,3
14608,4,4,1785.15,5,4,4,544,1
14609,72,4,601.56,2,4,3,243,1
14616,243,3,406.08000000000004,1,3,2,132,0
14618,9,4,538.59,5,4,3,543,1
14619,239,2,379.51,1,2,2,122,0
14620,204,3,393.28000000000003,1,3,2,132,0
14621,1,6,1765.76,5,4,4,544,1
14622,185,1,320.58000000000004,1,1,2,112,0
14623,32,6,866.8000000000001,3,4,3,343,1
14624,57,2,225.85,3,2,1,321,1
14625,185,5,848.48,1,4,3,143,0
14626,9,7,2757.07,5,5,5,555,1
14628,91,2,671.96,2,2,3,223,1
14629,4,3,935.46,5,3,4,534,1
14631,51,3,1006.98,3,3,4,334,1
14632,263,1,114.56,1,1,1,111,0
14633,266,1,344.90000000000003,1,1,2,112,0
14636,36,2,609.85,3,2,3,323,1
14638,51,1,443.6,3,1,2,312,1
14639,52,8,2952.34,3,5,5,355,1
14640,16,8,2024.45,4,5,5,455,1
14641,22,1,110.46,4,1,1,411,1
14642,59,1,96.12,3,1,1,311,1
14643,170,3,668.61,2,3,3,233,0
14644,9,4,780.46,5,4,3,543,1
14645,157,2,597.09,2,2,3,223,0
14646,2,76,279489.02,5,5,5,555,2
14647,201,1,236.04000000000002,1,1,1,111,0
14649,5,4,1402.59,5,4,4,544,1
14651,67,2,653.75,3,2,3,323,1
14652,77,1,114.18,2,1,1,211,1
14653,1,7,1926.65,5,5,4,554,1
14655,4,5,1930.15,5,4,4,544,1
14656,169,2,291.05,2,2,2,222,0
14657,18,5,838.27,4,4,3,443,1
14658,5,2,247.15,5,2,2,522,1
14659,9,12,2456.53,5,5,5,555,1
14660,87,2,285.74,2,2,2,222,1
14661,27,1,107.95,4,1,1,411,1
14662,29,4,741.37,4,4,3,443,1
14664,20,2,636.24,4,2,3,423,1
14665,61,7,1258.38,3,5,4,354,1
14666,24,1,195.25,4,1,1,411,1
14667,11,27,9165.04,5,5,5,555,3
14669,242,3,1259.24,1,3,4,134,0
14670,280,2,392.86,1,2,2,122,0
14672,235,2,765.55,1,2,3,123,0
14673,3,5,1736.4,5,4,4,544,1
14675,16,1,596.36,4,1,3,413,1
14676,31,8,2543.2400000000002,4,5,5,455,1
14680,25,23,26932.34,4,5,5,455,3
14681,71,3,498.95,2,3,3,233,1
14682,188,2,52.0,1,2,1,121,0
14684,26,5,1201.51,4,4,4,444,1
14687,107,1,628.38,2,1,3,213,1
14688,8,27,5055.61,5,5,5,555,3
14689,209,1,112.8,1,1,1,111,0
14690,44,3,341.96,3,3,2,332,1
14691,31,5,2114.33,4,4,5,445,1
14692,137,5,582.05,2,4,3,243,1
14693,265,1,172.9,1,1,1,111,0
14696,4,9,2070.97,5,5,5,555,1
14697,218,2,188.60999999999999,1,2,1,121,0
14698,2,5,1217.27,5,4,4,544,1
14699,214,1,109.13000000000001,1,1,1,111,0
14700,32,3,2195.1,3,3,5,335,1
14701,11,12,2462.94,5,5,5,555,1
14702,1,18,3210.29,5,5,5,555,1
14703,15,1,318.17,4,1,2,412,1
14704,11,9,1493.96,5,5,4,554,1
14705,199,1,179.0,1,1,1,111,0
14708,3,4,1096.67,5,4,4,544,1
14709,15,14,4911.14,4,5,5,455,1
14710,14,4,599.48,4,4,3,443,1
14711,10,12,2809.02,5,5,5,555,1
14712,29,3,917.07,4,3,4,434,1
14713,9,12,2660.1,5,5,5,555,1
14714,24,1,160.19,4,1,1,411,1
14715,25,4,867.38,4,4,3,443,1
14716,43,2,307.51,3,2,2,322,1
14719,2,6,1571.89,5,4,4,544,1
14720,6,3,663.81,5,3,3,533,1
14722,147,1,180.42000000000002,2,1,1,211,0
14723,10,6,1122.3600000000001,5,4,4,544,1
14725,25,1,655.58,4,1,3,413,1
14727,274,1,268.58,1,1,2,112,0
14729,374,1,313.49,1,1,2,112,0
14730,1,8,1897.57,5,5,4,554,1
14731,47,3,380.02,3,3,2,332,1
14732,8,10,2686.34,5,5,5,555,1
14733,9,15,9451.54,5,5,5,555,3
14735,4,34,5807.6900000000005,5,5,5,555,3
14737,4,3,1164.55,5,3,4,534,1
14738,39,9,1289.94,3,5,4,354,1
14739,2,8,3899.1,5,5,5,555,1
14740,191,4,1423.21,1,4,4,144,0
14741,12,6,1400.34,4,4,4,444,1
14744,16,9,1088.53,4,5,4,454,1
14745,113,6,1167.16,2,4,4,244,1
14747,248,2,294.3,1,2,2,122,0
14748,29,6,1311.79,4,4,4,444,1
14752,44,1,389.64,3,1,2,312,1
14753,87,1,563.15,2,1,3,213,1
14754,45,2,638.05,3,2,3,323,1
14755,10,12,4965.38,5,5,5,555,1
14756,15,1,738.96,4,1,3,413,1
14757,75,1,420.5,2,1,2,212,1
14758,145,4,1484.06,2,4,4,244,1
14759,5,3,1625.97,5,3,4,534,1
14760,294,2,53.8,1,2,1,121,0
14761,59,2,255.9,3,2,2,322,1
14762,264,1,300.52,1,1,2,112,0
14764,44,2,250.55,3,2,2,322,1
14765,29,3,254.11,4,3,2,432,1
14766,8,8,2423.07,5,5,5,555,1
14768,17,3,139.5,4,3,1,431,1
14769,3,10,10383.83,5,5,5,555,1
14770,232,2,876.42,1,2,3,123,0
14772,112,1,139.26,2,1,1,211,1
14775,58,3,1011.9,3,3,4,334,1
14776,51,13,2195.58,3,5,5,355,1
14778,127,2,730.86,2,2,3,223,1
14779,281,3,386.15,1,3,2,132,0
14780,55,2,447.68,3,2,2,322,1
14782,320,1,200.10000000000002,1,1,1,111,0
14784,26,2,289.99,4,2,2,422,1
14785,10,2,77.4,5,2,1,521,1
14788,7,2,679.4399999999999,5,2,3,523,1
14789,29,1,197.64,4,1,1,411,1
14790,17,4,745.06,4,4,3,443,1
14793,4,2,214.14,5,2,1,521,1
14794,3,9,1272.11,5,5,4,554,1
14795,166,1,131.45000000000002,2,1,1,211,0
14796,1,27,7792.51,5,5,5,555,3
14798,53,3,173.74,3,3,1,331,1
14799,51,1,157.7,3,1,1,311,1
14800,48,16,4228.39,3,5,5,355,1
14801,61,1,189.34,3,1,1,311,1
14803,162,3,845.55,2,3,3,233,0
14804,9,1,353.27,5,1,2,512,1
14805,15,4,546.4,4,4,3,443,1
14806,75,1,193.39000000000001,2,1,1,211,1
14808,40,15,2152.8,3,5,5,355,1
14810,41,11,2085.33,3,5,5,355,1
14813,370,2,152.88,1,2,1,121,0
14815,37,2,778.5,3,2,3,323,1
14816,197,1,271.85,1,1,2,112,0
14817,200,2,1110.34,1,2,4,124,0
14818,74,3,657.8,2,3,3,233,1
14819,64,2,272.07,3,2,2,322,1
14820,21,4,507.29,4,4,3,443,1
14821,367,1,48.800000000000004,1,1,1,111,0
14823,180,3,321.43,1,3,2,132,0
14824,10,4,1127.71,5,4,4,544,1
14825,4,12,2221.01,5,5,5,555,1
14828,197,3,2139.76,1,3,5,135,0
14829,29,6,644.65,4,4,3,443,1
14830,53,1,188.88,3,1,1,311,1
14834,18,8,1698.35,4,5,4,454,1
14836,10,3,102.44999999999999,5,3,1,531,1
14837,90,5,1641.2,2,4,4,244,1
14840,268,1,62.85,1,1,1,111,0
14841,53,6,3295.76,3,4,5,345,1
14842,35,8,2456.8,3,5,5,355,1
14844,64,4,3189.81,3,4,5,345,1
14847,149,1,309.4,2,1,2,212,0
14849,22,28,7904.28,4,5,5,455,3
14850,312,2,278.15,1,2,2,122,0
14851,23,2,511.35,4,2,3,423,1
14852,58,6,2836.69,3,4,5,345,1
14853,9,3,463.05,5,3,2,532,1
14854,78,8,2730.09,2,5,5,255,1
14855,119,2,645.65,2,2,3,223,1
14856,36,3,1290.53,3,3,4,334,1
14857,60,3,1165.65,3,3,4,334,1
14859,13,5,1352.04,4,4,4,444,1
14860,9,2,168.62,5,2,1,521,1
14861,52,1,125.79,3,1,1,311,1
14862,26,2,841.1999999999999,4,2,3,423,1
14863,29,1,266.76,4,1,2,412,1
14865,7,2,52.2,5,2,1,521,1
14866,11,13,14197.45,5,5,5,555,3
14867,186,4,701.33,1,4,3,143,0
14868,3,9,2939.64,5,5,5,555,1
14869,4,3,717.7,5,3,3,533,1
14870,262,1,327.25,1,1,2,112,0
14871,3,4,501.28000000000003,5,4,3,543,1
14873,210,1,519.68,1,1,3,113,0
14875,9,5,1448.72,5,4,4,544,1
14878,13,9,1476.09,4,5,4,454,1
14880,77,3,690.59,2,3,3,233,1
14881,20,1,255.4,4,1,2,412,1
14882,27,2,589.7,4,2,3,423,1
14883,19,7,756.64,4,5,3,453,1
14885,132,1,765.3199999999999,2,1,3,213,1
14886,253,1,364.8,1,1,2,112,0
14887,79,1,1862.0,2,1,4,214,1
14888,207,1,369.2,1,1,2,112,0
14889,336,1,135.9,1,1,1,111,0
14890,254,1,125.65,1,1,1,111,0
14891,148,2,554.38,2,2,3,223,0
14893,10,2,1237.8500000000001,5,2,4,524,1
14894,85,1,655.75,2,1,3,213,1
14895,8,24,11020.26,5,5,5,555,3
14896,205,2,468.77000000000004,1,2,2,122,0
14897,8,4,1366.38,5,4,4,544,1
14898,23,8,1194.11,4,5,4,454,1
14901,11,10,1414.99,5,5,4,554,1
14902,21,2,314.11,4,2,2,422,1
14903,21,10,2729.18,4,5,5,455,1
14904,2,2,1025.44,5,2,4,524,1
14905,154,3,599.9,2,3,3,233,0
14907,3,10,3478.85,5,5,5,555,1
14908,74,1,277.8,2,1,2,212,1
14910,3,7,389.86,5,5,2,552,1
14911,1,248,132458.73,5,5,5,555,2
14912,17,3,841.52,4,3,3,433,1
14913,36,4,1227.43,3,4,4,344,1
14915,86,3,258.83,2,3,2,232,1
14916,71,5,1264.84,2,4,4,244,1
14918,116,2,1610.15,2,2,4,224,1
14920,213,2,977.77,1,2,4,124,0
14921,30,2,1316.07,4,2,4,424,1
14923,51,1,749.1,3,1,3,313,1
14924,246,1,310.05,1,1,2,112,0
14929,32,1,223.88,3,1,1,311,1
14930,109,3,2362.96,2,3,5,235,1
14931,5,6,964.6800000000001,5,4,4,544,1
14932,366,1,363.53,1,1,2,112,0
14934,73,3,1888.84,2,3,4,234,1
14935,297,1,1784.71,1,1,4,114,0
14936,9,9,8117.42,5,5,5,555,1
14937,57,4,1617.63,3,4,4,344,1
14944,30,14,5842.95,4,5,5,455,1
14946,14,1,100.9,4,1,1,411,1
14947,72,2,290.82,2,2,2,222,1
14948,23,7,1066.57,4,5,4,454,1
14950,9,2,361.25,5,2,2,522,1
14951,79,1,311.69,2,1,2,212,1
14952,46,15,7912.79,3,5,5,355,1
14953,25,1,285.67,4,1,2,412,1
14954,12,1,294.85,4,1,2,412,1
14957,253,1,58.49,1,1,1,111,0
14958,147,3,483.72999999999996,2,3,3,233,0
14959,59,5,684.97,3,4,3,343,1
14960,8,2,221.27,5,2,1,521,1
14961,11,12,7006.58,5,5,5,555,1
14962,271,1,126.7,1,1,1,111,0
14963,10,5,1472.34,5,4,4,544,1
14964,247,1,206.21,1,1,1,111,0
14965,96,2,596.09,2,2,3,223,1
14966,15,1,183.02,4,1,1,411,1
