InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,IsReturn,InvoiceYearMonth,InvoiceDateOnly,Weekday,CohortMonth,OrderMonth
566583,23410,CURIO CABINET LINEN AND LACE ,2,2011-09-13 13:55:00,8.15,15343,United Kingdom,16.3,False,2011-09,2011-09-13,Tuesday,2011-09,2011-09
566053,21213,PACK OF 72 SKULL CAKE CASES,2,2011-09-08 14:57:00,0.55,14410,United Kingdom,1.1,False,2011-09,2011-09-08,Thursday,2011-02,2011-09
565150,23163,REGENCY SUGAR TONGS,16,2011-09-01 14:26:00,2.08,14298,United Kingdom,33.28,False,2011-09,2011-09-01,Thursday,2010-12,2011-09
551420,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-04-28 14:00:00,2.08,17068,United Kingdom,20.8,False,2011-04,2011-04-28,Thursday,2010-12,2011-04
574079,75049L,LARGE CIRCULAR MIRROR MOBILE,3,2011-11-02 16:19:00,1.25,17595,United Kingdom,3.75,False,2011-11,2011-11-02,Wednesday,2011-11,2011-11
549590,22956,36 FOIL HEART CAKE CASES,6,2011-04-11 10:09:00,2.1,13324,United Kingdom,12.600000000000001,False,2011-04,2011-04-11,Monday,2010-12,2011-04
549116,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-04-06 12:49:00,2.1,16670,United Kingdom,25.200000000000003,False,2011-04,2011-04-06,Wednesday,2010-12,2011-04
567478,23342,MINT DINER WALL CLOCK,2,2011-09-20 13:21:00,8.5,12584,Italy,17.0,False,2011-09,2011-09-20,Tuesday,2011-03,2011-09
558571,22619,SET OF 6 SOLDIER SKITTLES,4,2011-06-30 14:46:00,3.75,17017,United Kingdom,15.0,False,2011-06,2011-06-30,Thursday,2010-12,2011-06
545658,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,2011-03-04 14:13:00,0.85,14670,United Kingdom,10.2,False,2011-03,2011-03-04,Friday,2011-03,2011-03
565236,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-09-02 09:45:00,1.25,14276,United Kingdom,20.0,False,2011-09,2011-09-02,Friday,2011-02,2011-09
C539667,21284,RETROSPOT CANDLE  SMALL,-24,2010-12-21 10:47:00,0.42,13148,United Kingdom,-10.08,True,2010-12,2010-12-21,Tuesday,2010-12,2010-12
545327,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-03-01 15:16:00,1.25,13166,United Kingdom,7.5,False,2011-03,2011-03-01,Tuesday,2011-03,2011-03
556845,21165,BEWARE OF THE CAT METAL SIGN ,48,2011-06-15 11:30:00,1.45,17511,United Kingdom,69.6,False,2011-06,2011-06-15,Wednesday,2010-12,2011-06
560736,21733,RED HANGING HEART T-LIGHT HOLDER,12,2011-07-20 15:33:00,2.95,15260,United Kingdom,35.400000000000006,False,2011-07,2011-07-20,Wednesday,2010-12,2011-07
540247,22510,GINGHAM BABUSHKA DOORSTOP,1,2011-01-05 15:56:00,3.75,15464,United Kingdom,3.75,False,2011-01,2011-01-05,Wednesday,2011-01,2011-01
554974,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-05-27 17:14:00,8.25,14031,United Kingdom,16.5,False,2011-05,2011-05-27,Friday,2010-12,2011-05
540691,21175,GIN + TONIC DIET METAL SIGN,36,2011-01-11 08:50:00,2.4,17450,United Kingdom,86.39999999999999,False,2011-01,2011-01-11,Tuesday,2010-12,2011-01
556917,21537,RED RETROSPOT PUDDING BOWL,64,2011-06-15 13:37:00,3.75,12415,Australia,240.0,False,2011-06,2011-06-15,Wednesday,2011-01,2011-06
553703,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2011-05-18 14:57:00,3.25,13192,United Kingdom,13.0,False,2011-05,2011-05-18,Wednesday,2011-05,2011-05
575070,21931,JUMBO STORAGE BAG SUKI,3,2011-11-08 12:58:00,2.08,17841,United Kingdom,6.24,False,2011-11,2011-11-08,Tuesday,2010-12,2011-11
545797,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-03-07 12:17:00,1.25,16225,United Kingdom,15.0,False,2011-03,2011-03-07,Monday,2011-03,2011-03
538168,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,13,2010-12-09 19:23:00,2.95,14702,United Kingdom,38.35,False,2010-12,2010-12-09,Thursday,2010-12,2010-12
563328,82580,BATHROOM METAL SIGN,1,2011-08-15 13:07:00,0.55,14606,United Kingdom,0.55,False,2011-08,2011-08-15,Monday,2010-12,2011-08
548461,21115,ROSE CARAVAN DOORSTOP,1,2011-03-31 12:08:00,6.75,14527,United Kingdom,6.75,False,2011-03,2011-03-31,Thursday,2010-12,2011-03
575607,23236,STORAGE TIN VINTAGE DOILY ,3,2011-11-10 12:37:00,5.79,14096,United Kingdom,17.37,False,2011-11,2011-11-10,Thursday,2011-08,2011-11
542215,22179,SET 10 LIGHTS NIGHT OWL,2,2011-01-26 12:27:00,6.75,12472,Germany,13.5,False,2011-01,2011-01-26,Wednesday,2010-12,2011-01
565930,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-09-08 10:32:00,2.89,12685,France,34.68,False,2011-09,2011-09-08,Thursday,2011-09,2011-09
569234,22475,SKULL DESIGN TV DINNER TRAY,2,2011-10-02 15:33:00,4.95,17841,United Kingdom,9.9,False,2011-10,2011-10-02,Sunday,2010-12,2011-10
571372,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1,2011-10-17 11:55:00,2.89,17201,United Kingdom,2.89,False,2011-10,2011-10-17,Monday,2011-10,2011-10
546101,84596G,SMALL CHOCOLATES PINK BOWL,8,2011-03-09 12:12:00,0.42,14803,United Kingdom,3.36,False,2011-03,2011-03-09,Wednesday,2011-02,2011-03
574895,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-11-07 14:44:00,2.08,16570,United Kingdom,20.8,False,2011-11,2011-11-07,Monday,2010-12,2011-11
570791,23275,SET OF 3 HANGING OWLS OLLIE BEAK,3,2011-10-12 11:58:00,1.25,17346,United Kingdom,3.75,False,2011-10,2011-10-12,Wednesday,2010-12,2011-10
577107,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-11-17 17:30:00,4.95,16558,United Kingdom,19.8,False,2011-11,2011-11-17,Thursday,2010-12,2011-11
545468,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-03-03 09:41:00,1.25,16571,United Kingdom,15.0,False,2011-03,2011-03-03,Thursday,2011-03,2011-03
542900,22426,ENAMEL WASH BOWL CREAM,4,2011-02-01 14:24:00,3.75,14180,United Kingdom,15.0,False,2011-02,2011-02-01,Tuesday,2010-12,2011-02
539570,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2010-12-20 12:05:00,2.95,15078,United Kingdom,17.700000000000003,False,2010-12,2010-12-20,Monday,2010-12,2010-12
568193,23154,SET OF 4 JAM JAR MAGNETS,120,2011-09-25 14:37:00,1.85,17107,United Kingdom,222.0,False,2011-09,2011-09-25,Sunday,2011-03,2011-09
578703,21713,CITRONELLA CANDLE FLOWERPOT,2,2011-11-25 11:02:00,2.1,17385,United Kingdom,4.2,False,2011-11,2011-11-25,Friday,2011-11,2011-11
549682,POST,POSTAGE,2,2011-04-11 13:22:00,28.0,12596,Spain,56.0,False,2011-04,2011-04-11,Monday,2011-04,2011-04
566189,20974,12 PENCILS SMALL TUBE SKULL,48,2011-09-09 13:19:00,0.65,17800,United Kingdom,31.200000000000003,False,2011-09,2011-09-09,Friday,2011-01,2011-09
565117,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,24,2011-09-01 11:33:00,0.83,13089,United Kingdom,19.919999999999998,False,2011-09,2011-09-01,Thursday,2010-12,2011-09
537769,20828,GLITTER BUTTERFLY CLIPS,1,2010-12-08 12:17:00,2.55,15021,United Kingdom,2.55,False,2010-12,2010-12-08,Wednesday,2010-12,2010-12
553183,22230,JIGSAW TREE WITH WATERING CAN,12,2011-05-15 12:31:00,0.85,16076,United Kingdom,10.2,False,2011-05,2011-05-15,Sunday,2011-05,2011-05
566554,79321,CHILLI LIGHTS,4,2011-09-13 11:39:00,5.75,13136,United Kingdom,23.0,False,2011-09,2011-09-13,Tuesday,2010-12,2011-09
538093,POST,POSTAGE,5,2010-12-09 14:49:00,18.0,12682,France,90.0,False,2010-12,2010-12-09,Thursday,2010-12,2010-12
553347,23298,SPOTTY BUNTING,6,2011-05-16 12:59:00,4.95,14755,United Kingdom,29.700000000000003,False,2011-05,2011-05-16,Monday,2011-01,2011-05
557855,23035,DRAWER KNOB CERAMIC IVORY,6,2011-06-23 11:46:00,1.45,16806,United Kingdom,8.7,False,2011-06,2011-06-23,Thursday,2011-04,2011-06
545587,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2011-03-04 09:46:00,0.55,14796,United Kingdom,0.55,False,2011-03,2011-03-04,Friday,2010-12,2011-03
562273,22625,RED KITCHEN SCALES,2,2011-08-04 09:55:00,8.5,12502,Spain,17.0,False,2011-08,2011-08-04,Thursday,2011-02,2011-08
C557467,23239,SET OF 4 KNICK KNACK TINS POPPIES,-1,2011-06-20 13:13:00,4.15,17157,United Kingdom,-4.15,True,2011-06,2011-06-20,Monday,2011-06,2011-06
570799,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-10-12 12:31:00,2.55,16203,United Kingdom,15.299999999999999,False,2011-10,2011-10-12,Wednesday,2010-12,2011-10
565056,22843,BISCUIT TIN VINTAGE GREEN,2,2011-08-31 17:12:00,6.75,16278,United Kingdom,13.5,False,2011-08,2011-08-31,Wednesday,2011-08,2011-08
559699,23286,BLUE VINTAGE SPOT BEAKER,8,2011-07-12 08:52:00,0.85,12682,France,6.8,False,2011-07,2011-07-12,Tuesday,2010-12,2011-07
579558,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-11-30 11:24:00,4.95,14755,United Kingdom,14.850000000000001,False,2011-11,2011-11-30,Wednesday,2011-01,2011-11
569844,20974,12 PENCILS SMALL TUBE SKULL,24,2011-10-06 13:30:00,0.65,12626,Germany,15.600000000000001,False,2011-10,2011-10-06,Thursday,2011-01,2011-10
563808,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2011-08-19 11:46:00,0.83,12626,Germany,9.959999999999999,False,2011-08,2011-08-19,Friday,2011-01,2011-08
555737,22838,3 TIER CAKE TIN RED AND CREAM,2,2011-06-07 09:19:00,14.95,16153,United Kingdom,29.9,False,2011-06,2011-06-07,Tuesday,2010-12,2011-06
577701,22629,SPACEBOY LUNCH BOX ,1,2011-11-21 12:11:00,1.95,13673,United Kingdom,1.95,False,2011-11,2011-11-21,Monday,2011-11,2011-11
568219,46000M,POLYESTER FILLER PAD 45x45cm,4,2011-09-26 09:59:00,1.55,13468,United Kingdom,6.2,False,2011-09,2011-09-26,Monday,2010-12,2011-09
540859,20748,KENSINGTON COFFEE SET,1,2011-01-12 10:58:00,12.75,17965,United Kingdom,12.75,False,2011-01,2011-01-12,Wednesday,2010-12,2011-01
555549,85130D,BEADED CRYSTAL HEART PINK LARGE,4,2011-06-05 13:24:00,1.65,13637,United Kingdom,6.6,False,2011-06,2011-06-05,Sunday,2011-04,2011-06
552193,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-05-06 14:22:00,0.29,15114,United Kingdom,6.959999999999999,False,2011-05,2011-05-06,Friday,2011-02,2011-05
572475,23344,JUMBO BAG 50'S CHRISTMAS ,1,2011-10-24 13:37:00,2.08,15271,United Kingdom,2.08,False,2011-10,2011-10-24,Monday,2010-12,2011-10
561195,22710,WRAP I LOVE LONDON ,25,2011-07-25 13:57:00,0.42,14796,United Kingdom,10.5,False,2011-07,2011-07-25,Monday,2010-12,2011-07
544795,22023,EMPIRE BIRTHDAY CARD,24,2011-02-23 13:21:00,0.42,15858,United Kingdom,10.08,False,2011-02,2011-02-23,Wednesday,2010-12,2011-02
562807,20725,LUNCH BAG RED RETROSPOT,10,2011-08-09 14:57:00,1.65,16053,United Kingdom,16.5,False,2011-08,2011-08-09,Tuesday,2011-08,2011-08
544920,47566B,TEA TIME PARTY BUNTING,12,2011-02-24 16:31:00,4.95,13081,United Kingdom,59.400000000000006,False,2011-02,2011-02-24,Thursday,2010-12,2011-02
563216,22639,SET OF 4 NAPKIN CHARMS HEARTS,1,2011-08-14 13:14:00,2.55,17841,United Kingdom,2.55,False,2011-08,2011-08-14,Sunday,2010-12,2011-08
557129,22553,PLASTERS IN TIN SKULLS,4,2011-06-16 19:59:00,1.65,17841,United Kingdom,6.6,False,2011-06,2011-06-16,Thursday,2010-12,2011-06
569672,22222,CAKE PLATE LOVEBIRD WHITE,1,2011-10-05 13:58:00,4.95,17841,United Kingdom,4.95,False,2011-10,2011-10-05,Wednesday,2010-12,2011-10
577495,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1,2011-11-20 12:20:00,1.65,14704,United Kingdom,1.65,False,2011-11,2011-11-20,Sunday,2011-06,2011-11
575607,85199S,SMALL HANGING IVORY/RED WOOD BIRD,3,2011-11-10 12:37:00,0.83,14096,United Kingdom,2.4899999999999998,False,2011-11,2011-11-10,Thursday,2011-08,2011-11
580025,21328,BALLOONS  WRITING SET ,1,2011-12-01 11:53:00,1.65,15021,United Kingdom,1.65,False,2011-12,2011-12-01,Thursday,2010-12,2011-12
570600,22621,TRADITIONAL KNITTING NANCY,12,2011-10-11 12:05:00,1.65,16076,United Kingdom,19.799999999999997,False,2011-10,2011-10-11,Tuesday,2011-05,2011-10
552033,22380,TOY TIDY SPACEBOY  ,10,2011-05-05 18:36:00,2.1,14776,United Kingdom,21.0,False,2011-05,2011-05-05,Thursday,2011-01,2011-05
551958,22681,FRENCH BLUE METAL DOOR SIGN 6,10,2011-05-05 12:37:00,1.25,13883,United Kingdom,12.5,False,2011-05,2011-05-05,Thursday,2011-01,2011-05
574921,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-11-07 16:36:00,5.95,16070,United Kingdom,17.85,False,2011-11,2011-11-07,Monday,2011-11,2011-11
543115,22297,HEART IVORY TRELLIS SMALL,1,2011-02-03 13:27:00,1.25,14606,United Kingdom,1.25,False,2011-02,2011-02-03,Thursday,2010-12,2011-02
554712,21917,SET 12 KIDS  WHITE CHALK STICKS,24,2011-05-26 10:43:00,0.42,16873,United Kingdom,10.08,False,2011-05,2011-05-26,Thursday,2010-12,2011-05
545056,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-02-27 12:48:00,0.55,16745,United Kingdom,13.200000000000001,False,2011-02,2011-02-27,Sunday,2011-02,2011-02
554835,21394,RED POLKADOT BEAKER ,48,2011-05-26 16:11:00,0.39,15241,United Kingdom,18.72,False,2011-05,2011-05-26,Thursday,2011-03,2011-05
540157,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2011-01-05 11:41:00,1.65,15311,United Kingdom,6.6,False,2011-01,2011-01-05,Wednesday,2010-12,2011-01
557789,20676,RED RETROSPOT BOWL,8,2011-06-22 16:32:00,1.25,12379,Belgium,10.0,False,2011-06,2011-06-22,Wednesday,2011-06,2011-06
551003,23199,JUMBO BAG APPLES,10,2011-04-26 09:44:00,2.08,16456,United Kingdom,20.8,False,2011-04,2011-04-26,Tuesday,2010-12,2011-04
559318,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-07-07 14:08:00,0.29,18013,United Kingdom,13.919999999999998,False,2011-07,2011-07-07,Thursday,2011-07,2011-07
565456,21877,HOME SWEET HOME MUG,1,2011-09-04 16:12:00,1.65,16629,United Kingdom,1.65,False,2011-09,2011-09-04,Sunday,2011-09,2011-09
543547,22977,DOLLY GIRL CHILDRENS EGG CUP,12,2011-02-09 16:57:00,1.25,17358,United Kingdom,15.0,False,2011-02,2011-02-09,Wednesday,2010-12,2011-02
566483,22940,FELTCRAFT CHRISTMAS FAIRY,8,2011-09-13 09:47:00,4.25,13880,United Kingdom,34.0,False,2011-09,2011-09-13,Tuesday,2010-12,2011-09
565766,21495,SKULLS AND CROSSBONES WRAP,25,2011-09-06 14:23:00,0.42,17841,United Kingdom,10.5,False,2011-09,2011-09-06,Tuesday,2010-12,2011-09
547884,20982,12 PENCILS TALL TUBE SKULLS,12,2011-03-28 09:07:00,0.85,13481,United Kingdom,10.2,False,2011-03,2011-03-28,Monday,2010-12,2011-03
572913,23314,VINTAGE CHRISTMAS TABLECLOTH,2,2011-10-26 16:21:00,12.5,15993,United Kingdom,25.0,False,2011-10,2011-10-26,Wednesday,2011-10,2011-10
578945,22766,PHOTO FRAME CORNICE,2,2011-11-27 13:47:00,2.95,16877,United Kingdom,5.9,False,2011-11,2011-11-27,Sunday,2011-05,2011-11
554382,22971,QUEENS GUARD COFFEE MUG,4,2011-05-24 11:55:00,2.55,17365,United Kingdom,10.2,False,2011-05,2011-05-24,Tuesday,2011-01,2011-05
561894,22400,MAGNETS PACK OF 4 HOME SWEET HOME,1,2011-07-31 15:00:00,0.39,14456,United Kingdom,0.39,False,2011-07,2011-07-31,Sunday,2011-07,2011-07
567373,23202,JUMBO BAG VINTAGE LEAF,10,2011-09-20 09:31:00,2.08,16700,United Kingdom,20.8,False,2011-09,2011-09-20,Tuesday,2010-12,2011-09
565421,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,2011-09-04 12:10:00,0.65,16744,United Kingdom,0.65,False,2011-09,2011-09-04,Sunday,2011-06,2011-09
576078,23236,STORAGE TIN VINTAGE DOILY ,2,2011-11-13 16:22:00,2.89,14432,United Kingdom,5.78,False,2011-11,2011-11-13,Sunday,2011-09,2011-11
580865,17003,BROCADE RING PURSE ,36,2011-12-06 11:58:00,0.39,17914,United Kingdom,14.040000000000001,False,2011-12,2011-12-06,Tuesday,2011-12,2011-12
580501,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2,2011-12-04 13:00:00,6.75,14546,United Kingdom,13.5,False,2011-12,2011-12-04,Sunday,2011-04,2011-12
539761,22469,HEART OF WICKER SMALL,12,2010-12-22 10:29:00,1.65,17593,United Kingdom,19.799999999999997,False,2010-12,2010-12-22,Wednesday,2010-12,2010-12
546236,35913B,WHITE/PINK CHICK EASTER DECORATION,12,2011-03-10 12:48:00,0.85,12370,Cyprus,10.2,False,2011-03,2011-03-10,Thursday,2010-12,2011-03
566076,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-09-09 09:13:00,4.15,12449,Belgium,24.900000000000002,False,2011-09,2011-09-09,Friday,2011-06,2011-09
554092,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-05-22 12:41:00,8.25,17176,United Kingdom,16.5,False,2011-05,2011-05-22,Sunday,2011-05,2011-05
567183,23186,FRENCH STYLE STORAGE JAR CAFE ,6,2011-09-18 15:33:00,0.29,14769,United Kingdom,1.7399999999999998,False,2011-09,2011-09-18,Sunday,2010-12,2011-09
546464,21181,PLEASE ONE PERSON METAL SIGN,48,2011-03-14 10:57:00,1.85,13225,United Kingdom,88.80000000000001,False,2011-03,2011-03-14,Monday,2010-12,2011-03
551187,C2,CARRIAGE,1,2011-04-27 10:02:00,50.0,14911,EIRE,50.0,False,2011-04,2011-04-27,Wednesday,2010-12,2011-04
579156,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-11-28 13:47:00,0.83,17419,United Kingdom,6.64,False,2011-11,2011-11-28,Monday,2010-12,2011-11
574840,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-11-07 11:41:00,2.95,12748,United Kingdom,2.95,False,2011-11,2011-11-07,Monday,2010-12,2011-11
576860,22994,TRAVEL CARD WALLET RETROSPOT,22,2011-11-16 15:58:00,0.42,17602,United Kingdom,9.24,False,2011-11,2011-11-16,Wednesday,2011-01,2011-11
540900,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-01-12 11:46:00,1.65,12712,Germany,9.899999999999999,False,2011-01,2011-01-12,Wednesday,2010-12,2011-01
569222,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-10-02 13:46:00,3.75,15906,United Kingdom,11.25,False,2011-10,2011-10-02,Sunday,2011-03,2011-10
553379,21746,SMALL RED RETROSPOT WINDMILL,96,2011-05-16 15:28:00,1.06,14676,United Kingdom,101.76,False,2011-05,2011-05-16,Monday,2011-02,2011-05
547063,22567,20 DOLLY PEGS RETROSPOT,3,2011-03-20 13:33:00,1.25,14769,United Kingdom,3.75,False,2011-03,2011-03-20,Sunday,2010-12,2011-03
578914,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,12,2011-11-27 11:54:00,1.65,13782,United Kingdom,19.799999999999997,False,2011-11,2011-11-27,Sunday,2011-01,2011-11
573572,23357,HOT WATER BOTTLE SEX BOMB,3,2011-10-31 14:03:00,4.95,14527,United Kingdom,14.850000000000001,False,2011-10,2011-10-31,Monday,2010-12,2011-10
574311,22112,CHOCOLATE HOT WATER BOTTLE,4,2011-11-03 16:56:00,4.95,15640,United Kingdom,19.8,False,2011-11,2011-11-03,Thursday,2010-12,2011-11
558534,21993,FLORAL FOLK STATIONERY SET,12,2011-06-30 11:54:00,1.25,13988,United Kingdom,15.0,False,2011-06,2011-06-30,Thursday,2011-03,2011-06
580654,23575,SNACK TRAY PAISLEY PARK,1,2011-12-05 13:37:00,1.95,15854,United Kingdom,1.95,False,2011-12,2011-12-05,Monday,2010-12,2011-12
573109,23343,JUMBO BAG VINTAGE CHRISTMAS ,20,2011-10-27 15:19:00,2.08,15144,United Kingdom,41.6,False,2011-10,2011-10-27,Thursday,2011-01,2011-10
568187,22149,FELTCRAFT 6 FLOWER FRIENDS,40,2011-09-25 14:32:00,1.85,13408,United Kingdom,74.0,False,2011-09,2011-09-25,Sunday,2010-12,2011-09
575964,22119,PEACE WOODEN BLOCK LETTERS,1,2011-11-13 12:31:00,6.95,15021,United Kingdom,6.95,False,2011-11,2011-11-13,Sunday,2010-12,2011-11
558114,23028,DOORKNOB CRACKED GLAZE BLUE,6,2011-06-27 08:49:00,1.65,14911,EIRE,9.899999999999999,False,2011-06,2011-06-27,Monday,2010-12,2011-06
537054,22735,RIBBON REEL SOCKS AND MITTENS,1,2010-12-05 11:40:00,1.65,16931,United Kingdom,1.65,False,2010-12,2010-12-05,Sunday,2010-12,2010-12
558770,21784,SHOE SHINE BOX ,1,2011-07-03 15:19:00,9.95,12748,United Kingdom,9.95,False,2011-07,2011-07-03,Sunday,2010-12,2011-07
570823,23256,CHILDRENS CUTLERY SPACEBOY ,24,2011-10-12 12:54:00,4.15,12691,France,99.60000000000001,False,2011-10,2011-10-12,Wednesday,2010-12,2011-10
566592,47590B,PINK HAPPY BIRTHDAY BUNTING,6,2011-09-13 14:53:00,5.45,15201,United Kingdom,32.7,False,2011-09,2011-09-13,Tuesday,2011-04,2011-09
581325,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3,2011-12-08 11:53:00,1.65,15877,United Kingdom,4.949999999999999,False,2011-12,2011-12-08,Thursday,2011-11,2011-12
557569,20719,WOODLAND CHARLOTTE BAG,10,2011-06-21 10:46:00,0.85,12474,Germany,8.5,False,2011-06,2011-06-21,Tuesday,2010-12,2011-06
569262,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-10-03 11:36:00,0.83,14815,United Kingdom,6.64,False,2011-10,2011-10-03,Monday,2011-10,2011-10
567139,23412,HEART MIRROR ANTIQUE WHITE,2,2011-09-16 14:45:00,7.5,13563,United Kingdom,15.0,False,2011-09,2011-09-16,Friday,2011-07,2011-09
552039,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-05-06 08:10:00,0.29,13081,United Kingdom,6.959999999999999,False,2011-05,2011-05-06,Friday,2010-12,2011-05
576783,22737,RIBBON REEL CHRISTMAS PRESENT ,10,2011-11-16 13:38:00,1.65,13447,United Kingdom,16.5,False,2011-11,2011-11-16,Wednesday,2011-11,2011-11
545221,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-03-01 08:35:00,1.25,14740,United Kingdom,20.0,False,2011-03,2011-03-01,Tuesday,2011-03,2011-03
544809,21621,VINTAGE UNION JACK BUNTING,1,2011-02-23 15:41:00,8.5,16692,United Kingdom,8.5,False,2011-02,2011-02-23,Wednesday,2011-02,2011-02
571708,21704,BAG 250g SWIRLY MARBLES,48,2011-10-18 15:42:00,0.85,12955,United Kingdom,40.8,False,2011-10,2011-10-18,Tuesday,2011-03,2011-10
573381,22161,HEART DECORATION RUSTIC HANGING ,4,2011-10-30 14:05:00,0.19,17590,United Kingdom,0.76,False,2011-10,2011-10-30,Sunday,2011-10,2011-10
563705,21172,PARTY METAL SIGN ,12,2011-08-18 14:33:00,1.45,17736,United Kingdom,17.4,False,2011-08,2011-08-18,Thursday,2011-08,2011-08
572811,84836,ZINC METAL HEART DECORATION,12,2011-10-26 11:14:00,1.25,16071,United Kingdom,15.0,False,2011-10,2011-10-26,Wednesday,2011-10,2011-10
577443,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-11-20 11:16:00,0.55,12971,United Kingdom,13.200000000000001,False,2011-11,2011-11-20,Sunday,2010-12,2011-11
566576,22847,BREAD BIN DINER STYLE IVORY,4,2011-09-13 13:21:00,14.95,13098,United Kingdom,59.8,False,2011-09,2011-09-13,Tuesday,2011-01,2011-09
567303,23344,JUMBO BAG 50'S CHRISTMAS ,20,2011-09-19 13:20:00,2.08,17613,United Kingdom,41.6,False,2011-09,2011-09-19,Monday,2011-02,2011-09
555162,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-06-01 10:15:00,0.42,12473,Germany,10.08,False,2011-06,2011-06-01,Wednesday,2011-06,2011-06
555810,20725,LUNCH BAG RED RETROSPOT,10,2011-06-07 11:39:00,1.65,17091,United Kingdom,16.5,False,2011-06,2011-06-07,Tuesday,2010-12,2011-06
550360,85125,SMALL ROUND CUT GLASS CANDLESTICK,2,2011-04-18 10:55:00,4.95,14978,United Kingdom,9.9,False,2011-04,2011-04-18,Monday,2011-01,2011-04
556484,21742,LARGE ROUND WICKER PLATTER ,1,2011-06-12 13:17:00,5.95,16938,United Kingdom,5.95,False,2011-06,2011-06-12,Sunday,2011-02,2011-06
543534,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2011-02-09 13:25:00,2.1,13590,United Kingdom,75.60000000000001,False,2011-02,2011-02-09,Wednesday,2011-02,2011-02
555739,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,2011-06-07 09:49:00,4.15,12380,Belgium,16.6,False,2011-06,2011-06-07,Tuesday,2011-06,2011-06
572552,85066,CREAM SWEETHEART MINI CHEST,1,2011-10-24 17:07:00,24.96,14096,United Kingdom,24.96,False,2011-10,2011-10-24,Monday,2011-08,2011-10
556509,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,2011-06-13 10:33:00,15.95,12708,Germany,31.9,False,2011-06,2011-06-13,Monday,2010-12,2011-06
538280,21873,IF YOU CAN'T STAND THE HEAT MUG,12,2010-12-10 12:50:00,1.25,12748,United Kingdom,15.0,False,2010-12,2010-12-10,Friday,2010-12,2010-12
575680,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-10 15:23:00,2.95,13148,United Kingdom,17.700000000000003,False,2011-11,2011-11-10,Thursday,2010-12,2011-11
546778,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-03-16 16:38:00,1.25,14572,United Kingdom,15.0,False,2011-03,2011-03-16,Wednesday,2011-01,2011-03
544070,47559B,TEA TIME OVEN GLOVE,10,2011-02-15 14:19:00,1.25,15370,United Kingdom,12.5,False,2011-02,2011-02-15,Tuesday,2011-01,2011-02
574258,21982,PACK OF 12 SUKI TISSUES ,1,2011-11-03 13:50:00,0.39,16891,United Kingdom,0.39,False,2011-11,2011-11-03,Thursday,2010-12,2011-11
577613,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,2011-11-21 10:02:00,3.75,14911,EIRE,15.0,False,2011-11,2011-11-21,Monday,2010-12,2011-11
